SAMBAT_40001_20230905_102037.csv;;;;;;;
SAMBAT Sea Ti  C/T/D/Odo/Fluo/pH GPS;;;;;;;
sn :;40001;;;;;;
Cadence d'enregistrement :;900 s;;;;;;
;;;;;;;
Date;Pression (0/50) (dba);Température (-5/35) (°C);Salinité (2/42) (g/l);Oxygène (0/20) (mgl);PH (0/14) (pH);Fluorescence (0/500) (ppb);Tension batterie (V)
29-07-23 07:32;0.8;26.2;39.32;7.9;8.25;1.28;10.96
29-07-23 07:47;0.8;26.21;39.35;7.9;8.25;1.53;10.93
29-07-23 08:02;0.78;26.22;39.34;7.89;8.26;0.93;10.95
29-07-23 08:17;0.78;26.24;39.34;7.89;8.26;1.14;10.96
29-07-23 08:32;0.81;26.25;39.35;7.89;8.26;0.74;10.96
29-07-23 08:47;0.77;26.25;39.34;7.89;8.26;1.37;10.93
29-07-23 09:02;0.77;26.27;39.37;7.89;8.26;0.91;10.95
29-07-23 09:17;0.78;26.3;39.36;7.88;8.26;0.25;10.96
29-07-23 09:32;0.78;26.36;39.34;7.87;8.26;1.2;10.96
29-07-23 09:47;0.76;26.38;39.34;7.86;8.26;1.3;10.93
29-07-23 10:02;0.76;26.41;39.34;7.86;8.27;0.51;10.95
29-07-23 10:17;0.8;26.45;39.34;7.86;8.26;0.94;10.96
29-07-23 10:32;0.83;26.46;34.04;7.86;8.26;0.55;10.96
29-07-23 10:47;0.8;26.55;36.95;7.85;8.27;1.06;10.92
29-07-23 11:02;0.7;26.56;39.34;7.85;8.27;0.84;10.95
29-07-23 11:17;0.82;26.64;39.35;7.84;8.27;0.86;10.96
29-07-23 11:32;0.76;26.68;39.36;7.83;8.27;1.05;10.96
29-07-23 11:47;0.8;26.65;39.33;7.84;8.26;0.74;10.94
29-07-23 12:02;0.77;26.7;39.33;7.84;8.26;0.63;10.96
29-07-23 12:17;0.77;26.7;39.34;7.84;8.27;0.74;10.96
29-07-23 12:32;0.82;26.66;39.38;7.85;8.26;0.77;10.96
29-07-23 12:47;0.79;26.58;39.37;7.88;8.26;0.77;10.93
29-07-23 13:02;0.8;26.78;39.35;7.84;8.26;0.67;10.96
29-07-23 13:17;0.75;26.8;39.31;7.84;8.27;0.81;10.96
29-07-23 13:32;0.8;26.8;39.35;7.84;8.26;0.82;10.96
29-07-23 13:47;0.76;26.88;39.32;7.83;8.27;0.88;10.93
29-07-23 14:02;0.77;26.87;39.35;7.84;8.27;0.74;10.96
29-07-23 14:17;0.8;26.92;39.32;7.83;8.26;0.63;10.96
29-07-23 14:32;0.76;26.95;39.35;7.83;8.26;0.99;10.96
29-07-23 14:47;0.75;27.03;39.35;7.82;8.26;0.87;10.94
29-07-23 15:02;0.79;26.98;39.36;7.82;8.26;0.98;10.96
29-07-23 15:17;0.76;27;39.35;7.82;8.26;0.84;10.93
29-07-23 15:03;0.82;27.01;39.34;7.82;8.26;0.7;10.85
29-07-23 15:18;0.77;27.08;39.36;7.81;8.27;0.74;10.95
29-07-23 15:33;0.75;27.1;39.35;7.8;8.26;0.93;10.96
29-07-23 15:48;0.77;27.17;39.36;7.79;8.26;1.08;10.95
29-07-23 16:03;0.75;27.26;39.33;7.77;8.27;0.47;10.96
29-07-23 16:18;0.75;27.28;39.36;7.77;8.27;1.46;10.96
29-07-23 16:33;0.78;27.27;37.37;7.77;8.26;0.84;10.96
29-07-23 16:48;0.73;27.23;37.25;7.78;8.26;1.5;10.95
29-07-23 17:03;0.8;27.2;35.46;7.79;8.26;1.51;10.96
29-07-23 17:18;0.78;27.14;39.36;7.8;8.25;1.43;10.96
29-07-23 17:33;0.76;27.07;39.36;7.81;8.25;1.47;10.96
29-07-23 17:48;0.76;27.06;39.34;7.81;8.25;1.15;10.94
29-07-23 18:03;0.77;27;39.35;7.82;8.25;1.58;10.96
29-07-23 18:18;0.77;26.99;39.35;7.82;8.25;1.36;10.96
29-07-23 18:33;0.76;26.94;39.35;7.83;8.25;1.51;10.96
29-07-23 18:48;0.81;26.93;39.33;7.83;8.25;1.56;10.95
29-07-23 19:03;0.75;26.92;39.35;7.83;8.25;1.58;10.96
29-07-23 19:18;0.75;26.84;39.32;7.85;8.25;1.98;10.96
29-07-23 19:33;0.79;26.81;39.32;7.85;8.25;1.7;10.96
29-07-23 19:48;0.76;26.74;39.32;7.86;8.25;2.13;10.94
29-07-23 20:03;0.76;26.67;39.33;7.87;8.24;1.6;10.96
29-07-23 20:18;0.77;26.65;39.33;7.88;8.25;1.81;10.96
29-07-23 20:33;0.77;26.56;39.33;7.89;8.25;1.95;10.96
29-07-23 20:48;0.76;26.57;39.33;7.89;8.25;1.49;10.94
29-07-23 21:03;0.77;26.48;39.35;7.9;8.24;1.72;10.96
29-07-23 21:18;0.78;26.38;39.32;7.92;8.24;1.56;10.96
29-07-23 21:33;0.78;26.35;39.33;7.92;8.24;1.5;10.96
29-07-23 21:48;0.76;26.31;39.32;7.93;8.24;1.57;10.94
29-07-23 22:03;0.77;26.28;39.31;7.93;8.24;1.71;10.96
29-07-23 22:18;0.76;26.26;39.33;7.93;8.24;1.83;10.96
29-07-23 22:33;0.77;26.23;39.33;7.93;8.24;1.5;10.96
29-07-23 22:48;0.8;26.23;39.33;7.93;8.24;1.65;10.94
29-07-23 23:03;0.77;26.22;39.31;7.93;8.24;1.48;10.96
29-07-23 23:18;0.78;26.22;39.33;7.92;8.24;1.49;10.96
29-07-23 23:33;0.84;26.21;39.32;7.92;8.24;1.69;10.96
29-07-23 23:48;0.79;26.21;39.33;7.91;8.24;1.64;10.93
30-07-23 00:03;0.79;26.21;39.32;7.91;8.25;1.86;10.95
30-07-23 00:18;0.82;26.21;39.32;7.9;8.25;1.28;10.96
30-07-23 00:33;0.76;26.22;39.3;7.9;8.25;1.78;10.96
30-07-23 00:48;0.81;26.21;39.26;7.89;8.25;1.81;10.94
30-07-23 01:03;0.78;26.24;39.32;7.88;8.25;1.39;10.96
30-07-23 01:18;0.81;26.22;39.3;7.88;8.25;1.53;10.96
30-07-23 01:33;0.8;26.23;39.33;7.88;8.25;1.7;10.96
30-07-23 01:48;0.77;26.22;39.32;7.88;8.25;1.5;10.94
30-07-23 02:03;0.78;26.22;39.32;7.88;8.25;1.44;10.96
30-07-23 02:18;0.77;26.22;39.33;7.87;8.25;1.35;10.96
30-07-23 02:33;0.77;26.2;35.5;7.87;8.25;1.45;10.96
30-07-23 02:48;0.79;26.18;39.33;7.87;8.25;1.36;10.93
30-07-23 03:03;0.79;26.2;39.33;7.87;8.25;1.77;10.95
30-07-23 03:18;0.8;26.19;37.44;7.87;8.25;1.27;10.96
30-07-23 03:33;0.8;26.17;39.32;7.87;8.25;1.35;10.96
30-07-23 03:48;0.78;26.16;39.33;7.88;8.25;1.29;10.94
30-07-23 04:03;0.8;26.14;39.33;7.88;8.25;1.35;10.95
30-07-23 04:18;0.78;26.13;39.3;7.89;8.25;1.25;10.96
30-07-23 04:33;0.76;26.11;39.31;7.89;8.25;1.18;10.96
30-07-23 04:48;0.79;26.11;39.32;7.89;8.25;1.57;10.94
30-07-23 05:03;0.78;26.12;39.28;7.9;8.25;1.46;10.95
30-07-23 05:18;0.75;26.11;39.31;7.91;8.25;1.48;10.96
30-07-23 05:33;0.76;26.1;39.31;7.91;8.25;1.35;10.96
30-07-23 05:48;0.78;26.1;39.31;7.91;8.25;1.62;10.93
30-07-23 06:03;0.78;26.1;39.3;7.91;8.25;1.53;10.95
30-07-23 06:18;0.76;26.1;39.29;7.92;8.25;1.55;10.96
30-07-23 06:33;0.78;26.1;39.31;7.92;8.26;1.43;10.96
30-07-23 06:48;0.78;26.09;39.31;7.93;8.26;1.5;10.94
30-07-23 07:03;0.78;26.1;39.3;7.93;8.26;1.37;10.95
30-07-23 07:18;0.78;26.08;39.29;7.94;8.26;1.19;10.95
30-07-23 07:33;0.72;26.1;39.27;7.94;8.26;1.02;10.96
30-07-23 07:48;0.76;26.1;39.29;7.94;8.26;1.1;10.94
30-07-23 08:03;0.76;26.1;37.8;7.95;8.26;0.87;10.95
30-07-23 08:18;0.77;26.1;39.33;7.95;8.26;1.15;10.96
30-07-23 08:33;0.81;26.1;39.31;7.95;8.26;1.09;10.96
30-07-23 08:48;0.83;26.1;39.31;7.96;8.26;0.79;10.93
30-07-23 09:03;0.72;26.11;39.3;7.96;8.26;1.31;10.95
30-07-23 09:18;0.75;26.12;39.29;7.97;8.26;0.62;10.95
30-07-23 09:33;0.82;26.12;39.27;7.97;8.26;1.59;10.96
30-07-23 09:48;0.7;26.13;39.27;7.97;8.26;0.82;10.94
30-07-23 10:03;0.77;26.15;39.11;7.97;8.26;0.58;10.95
30-07-23 10:18;0.74;26.16;39.27;7.97;8.26;0.65;10.96
30-07-23 10:33;0.87;26.17;39.27;7.97;8.26;1;10.96
30-07-23 10:48;0.74;26.21;39.27;7.97;8.26;0.88;10.94
30-07-23 11:03;0.76;26.23;36.29;7.97;8.27;0.67;10.95
30-07-23 11:18;0.81;26.25;27.14;7.96;8.27;0.8;10.96
30-07-23 11:33;0.7;26.28;39.28;7.96;8.27;0.99;10.96
30-07-23 11:48;0.83;26.28;39.26;7.96;8.27;0.62;10.93
30-07-23 12:03;0.86;26.31;39.26;7.96;8.27;0.54;10.95
30-07-23 12:18;0.75;26.35;28.03;7.95;8.27;1.09;10.96
30-07-23 12:33;0.72;26.4;39.3;7.94;8.27;0.87;10.96
30-07-23 12:48;0.86;26.47;39.27;7.93;8.27;0.6;10.94
30-07-23 13:03;0.77;26.43;39.35;7.94;8.27;0.61;10.95
30-07-23 13:18;0.63;26.37;39.27;7.96;8.26;0.82;10.96
30-07-23 13:33;0.67;26.36;39.33;7.96;8.26;1.16;10.96
30-07-23 13:48;0.69;26.44;39.26;7.95;8.26;0.57;10.93
30-07-23 14:03;0.71;26.51;39.28;7.94;8.27;0.49;10.95
30-07-23 14:18;0.77;26.48;39.29;7.95;8.27;1.13;10.96
30-07-23 14:33;0.74;26.47;39.28;7.96;8.27;0.95;10.96
30-07-23 14:48;0.86;26.44;39.29;7.97;8.27;1.18;10.94
30-07-23 15:03;0.75;26.44;39.29;7.97;8.26;0.92;10.95
30-07-23 15:18;0.74;26.46;39.29;7.98;8.26;0.65;10.93
30-07-23 15:05;0.82;26.45;39.27;7.98;8.26;1.1;10.84
30-07-23 15:20;0.88;26.46;39.11;7.98;8.27;0.68;10.95
30-07-23 15:35;0.86;26.48;39.29;7.98;8.26;0.9;10.96
30-07-23 15:50;0.71;26.47;39.27;7.99;8.26;0.93;10.94
30-07-23 16:05;0.77;26.43;39.28;8;8.26;1.5;10.96
30-07-23 16:20;0.89;26.4;39.27;8;8.26;1.04;10.96
30-07-23 16:35;0.7;26.39;39.06;8.01;8.26;1.29;10.96
30-07-23 16:50;0.77;26.4;39.32;8.01;8.26;1.11;10.94
30-07-23 17:05;0.72;26.44;39.31;8;8.27;0.86;10.96
30-07-23 17:20;0.82;26.45;39.3;8;8.27;0.66;10.96
30-07-23 17:35;0.78;26.45;39.29;8;8.27;0.89;10.96
30-07-23 17:50;0.65;26.45;39.31;8.01;8.26;1.16;10.94
30-07-23 18:05;0.79;26.45;39.31;8.01;8.26;0.92;10.96
30-07-23 18:20;0.73;26.44;39.31;8.01;8.26;0.94;10.96
30-07-23 18:35;0.74;26.43;39.26;8.01;8.26;1.26;10.96
30-07-23 18:50;0.78;26.43;39.29;8.01;8.26;1.38;10.95
30-07-23 19:05;0.8;26.43;39.3;8.01;8.26;1.02;10.96
30-07-23 19:20;0.73;26.42;39.28;8.01;8.26;1.31;10.96
30-07-23 19:35;0.81;26.39;39.28;8.01;8.26;1.28;10.96
30-07-23 19:50;0.7;26.39;39.28;8;8.26;1.4;10.94
30-07-23 20:05;0.82;26.4;39.27;8;8.26;1.37;10.96
30-07-23 20:20;0.72;26.36;39.28;8;8.26;1.57;10.96
30-07-23 20:35;0.76;26.36;34.6;8;8.26;1.38;10.96
30-07-23 20:50;0.71;26.39;39.28;7.99;8.26;1.31;10.95
30-07-23 21:05;0.76;26.38;39.27;7.99;8.26;1.66;10.96
30-07-23 21:20;0.76;26.39;39.28;7.99;8.26;1.49;10.96
30-07-23 21:35;0.66;26.37;39.28;7.99;8.26;1.24;10.96
30-07-23 21:50;0.74;26.36;39.07;8;8.26;1.24;10.94
30-07-23 22:05;0.73;26.34;39.28;8;8.26;1.49;10.96
30-07-23 22:20;0.79;26.35;39.28;8;8.26;1.33;10.96
30-07-23 22:35;0.71;26.33;39.27;8;8.26;1.23;10.96
30-07-23 22:50;0.84;26.31;39.29;8;8.26;1.47;10.94
30-07-23 23:05;0.74;26.3;39.26;8;8.26;1.28;10.96
30-07-23 23:20;0.77;26.3;39.28;8;8.26;1.22;10.96
30-07-23 23:35;0.74;26.34;27.16;7.99;8.26;1.34;10.96
30-07-23 23:50;0.71;26.34;39.28;7.99;8.26;1.37;10.95
31-07-23 00:05;0.79;26.33;39.28;7.99;8.26;1.35;10.96
31-07-23 00:20;0.69;26.32;39.3;7.99;8.26;1.41;10.96
31-07-23 00:35;0.73;26.32;39.28;7.99;8.26;1.31;10.96
31-07-23 00:50;0.78;26.32;39.28;7.99;8.26;1.02;10.95
31-07-23 01:05;0.83;26.32;39.28;7.99;8.26;1.47;10.96
31-07-23 01:20;0.79;26.3;38.85;7.99;8.26;1.29;10.96
31-07-23 01:35;0.71;26.31;39.27;7.99;8.26;1.48;10.96
31-07-23 01:50;0.79;26.29;39.27;7.99;8.26;1.12;10.94
31-07-23 02:05;0.74;26.3;39.27;7.99;8.26;1.48;10.95
31-07-23 02:20;0.75;26.28;39.26;7.99;8.26;1.34;10.96
31-07-23 02:35;0.81;26.26;39.27;7.99;8.26;1.34;10.96
31-07-23 02:50;0.79;26.29;39.26;7.99;8.26;1.04;10.94
31-07-23 03:05;0.78;26.29;39.27;7.99;8.26;1.24;10.95
31-07-23 03:20;0.78;26.27;33.4;7.99;8.26;1.14;10.96
31-07-23 03:35;0.64;26.28;39.28;7.98;8.26;1.37;10.96
31-07-23 03:50;0.78;26.27;39.28;7.98;8.26;1.21;10.94
31-07-23 04:05;0.75;26.26;39.28;7.99;8.26;1.28;10.95
31-07-23 04:20;0.78;26.26;39.28;7.98;8.26;1.09;10.96
31-07-23 04:35;0.83;26.23;39.28;7.98;8.26;1.22;10.96
31-07-23 04:50;0.76;26.22;39.28;7.98;8.26;1.34;10.94
31-07-23 05:05;0.69;26.22;39.28;7.98;8.26;1.31;10.95
31-07-23 05:20;0.76;26.21;39.29;7.98;8.26;1.24;10.96
31-07-23 05:35;0.72;26.2;39.3;7.98;8.26;1.27;10.96
31-07-23 05:50;0.76;26.21;39.28;7.98;8.26;1.31;10.94
31-07-23 06:05;0.74;26.22;36.28;7.97;8.26;1.24;10.95
31-07-23 06:20;0.69;26.23;30.51;7.97;8.26;1.06;10.95
31-07-23 06:35;0.71;26.2;39.27;7.97;8.26;1.25;10.96
31-07-23 06:50;0.73;26.22;39.26;7.97;8.26;0.99;10.94
31-07-23 07:05;0.69;26.22;39.27;7.97;8.26;1.11;10.95
31-07-23 07:20;0.8;26.21;39.29;7.97;8.26;0.88;10.96
31-07-23 07:35;0.77;26.21;39.3;7.97;8.26;0.97;10.96
31-07-23 07:50;0.76;26.21;38.96;7.96;8.26;0.99;10.94
31-07-23 08:05;0.78;26.22;39.28;7.96;8.26;1.1;10.95
31-07-23 08:20;0.74;26.23;39.31;7.96;8.26;0.76;10.95
31-07-23 08:35;0.78;26.23;39.28;7.96;8.26;1;10.96
31-07-23 08:50;0.73;26.25;39.3;7.95;8.26;0.8;10.94
31-07-23 09:05;0.73;26.28;39.3;7.95;8.26;0.6;10.95
31-07-23 09:20;0.75;26.3;39.29;7.94;8.26;0.97;10.95
31-07-23 09:35;0.73;26.31;27.06;7.94;8.26;0.78;10.96
31-07-23 09:50;0.74;26.33;35.4;7.94;8.26;1.09;10.94
31-07-23 10:05;0.72;26.36;39.35;7.94;8.26;0.97;10.95
31-07-23 10:20;0.75;26.4;39.3;7.93;8.27;0.83;10.96
31-07-23 10:35;0.76;26.42;39.3;7.93;8.26;1;10.96
31-07-23 10:50;0.85;26.46;39.29;7.92;8.27;0.9;10.94
31-07-23 11:05;0.79;26.47;39.31;7.92;8.26;0.61;10.95
31-07-23 11:20;0.72;26.47;39.3;7.92;8.26;0.73;10.96
31-07-23 11:35;0.76;26.49;39.29;7.92;8.26;0.86;10.96
31-07-23 11:50;0.75;26.51;39.3;7.92;8.26;0.64;10.95
31-07-23 12:05;0.83;26.49;39.32;7.92;8.26;0.95;10.96
31-07-23 12:20;0.75;26.49;38.55;7.92;8.26;0.78;10.96
31-07-23 12:35;0.76;26.52;39.34;7.92;8.26;0.71;10.96
31-07-23 12:50;0.74;26.54;39.33;7.91;8.26;0.83;10.94
31-07-23 13:05;0.71;26.59;39.32;7.91;8.26;0.55;10.95
31-07-23 13:20;0.79;26.6;39.32;7.91;8.26;0.77;10.96
31-07-23 13:35;0.66;26.64;39.33;7.9;8.27;0.46;10.96
31-07-23 13:50;0.77;26.69;39.33;7.89;8.27;1.06;10.94
31-07-23 14:05;0.79;26.72;39.33;7.88;8.27;0.67;10.96
31-07-23 14:20;0.68;26.76;39.34;7.87;8.27;0.67;10.96
31-07-23 14:35;0.67;26.79;39.3;7.87;8.27;0.81;10.96
31-07-23 14:50;0.78;26.84;39.33;7.86;8.27;0.74;10.95
31-07-23 15:05;0.82;26.84;39.34;7.86;8.26;0.95;10.96
31-07-23 15:20;0.78;26.85;39.31;7.86;8.26;0.62;10.93
31-07-23 15:07;0.75;26.86;39.33;7.86;8.26;0.91;10.84
31-07-23 15:22;0.7;26.86;39.01;7.86;8.26;0.84;10.95
31-07-23 15:37;0.77;26.94;39.33;7.84;8.27;0.58;10.96
31-07-23 15:52;0.72;27;39.35;7.82;8.26;1.21;10.95
31-07-23 16:07;0.8;26.96;39.33;7.83;8.26;0.85;10.96
31-07-23 16:22;0.76;26.93;39.31;7.84;8.26;1.22;10.96
31-07-23 16:37;0.68;26.98;39.32;7.83;8.26;0.99;10.96
31-07-23 16:52;0.73;26.96;39.28;7.84;8.26;1.15;10.95
31-07-23 17:07;0.77;26.91;39.32;7.84;8.26;1.17;10.96
31-07-23 17:22;0.74;26.94;39.3;7.84;8.26;1.05;10.96
31-07-23 17:37;0.7;26.91;39.31;7.84;8.26;1.18;10.96
31-07-23 17:52;0.74;26.87;39.33;7.85;8.26;1.04;10.95
31-07-23 18:07;0.68;26.83;39.3;7.86;8.25;1.13;10.96
31-07-23 18:22;0.63;26.79;39.29;7.86;8.25;1.23;10.96
31-07-23 18:37;0.72;26.77;39.32;7.86;8.25;1.15;10.96
31-07-23 18:52;0.77;26.8;39.2;7.86;8.25;1.12;10.95
31-07-23 19:07;0.72;26.76;39.33;7.87;8.26;1.69;10.96
31-07-23 19:22;0.75;26.77;39.31;7.86;8.25;1.44;10.96
31-07-23 19:37;0.73;26.74;39.29;7.87;8.26;1.21;10.96
31-07-23 19:52;0.7;26.76;29.56;7.87;8.26;1.28;10.95
31-07-23 20:07;0.78;26.74;39.32;7.87;8.26;1.18;10.96
31-07-23 20:22;0.73;26.73;39.32;7.88;8.26;1.47;10.96
31-07-23 20:37;0.77;26.71;39.32;7.88;8.26;1.43;10.96
31-07-23 20:52;0.81;26.68;39.31;7.89;8.25;1.19;10.95
31-07-23 21:07;0.77;26.63;39.31;7.9;8.25;1.18;10.96
31-07-23 21:22;0.8;26.59;39.32;7.91;8.25;1.39;10.96
31-07-23 21:37;0.75;26.59;39.33;7.91;8.25;1.09;10.96
31-07-23 21:52;0.77;26.56;39.29;7.92;8.25;1.3;10.95
31-07-23 22:07;0.79;26.53;39.3;7.93;8.25;1.34;10.96
31-07-23 22:22;0.66;26.48;39.29;7.93;8.25;1.22;10.96
31-07-23 22:37;0.74;26.46;39.31;7.94;8.25;1.45;10.96
31-07-23 22:52;0.81;26.44;39.3;7.95;8.25;1.53;10.95
31-07-23 23:07;0.74;26.41;39.32;7.95;8.25;1.37;10.96
31-07-23 23:22;0.7;26.4;39.3;7.95;8.25;1.47;10.96
31-07-23 23:37;0.8;26.4;39.32;7.95;8.25;1.34;10.96
31-07-23 23:52;0.84;26.39;39.31;7.95;8.25;1.33;10.95
01-08-23 00:07;0.73;26.37;39.31;7.95;8.25;1.39;10.96
01-08-23 00:22;0.71;26.34;39.3;7.96;8.25;1.18;10.96
01-08-23 00:37;0.73;26.34;39.28;7.96;8.25;1.15;10.96
01-08-23 00:52;0.7;26.32;39.31;7.96;8.25;1.13;10.95
01-08-23 01:07;0.73;26.31;38.12;7.96;8.25;1.04;10.96
01-08-23 01:22;0.73;26.3;34.5;7.96;8.25;1.38;10.96
01-08-23 01:37;0.79;26.3;37.59;7.96;8.25;1.24;10.96
01-08-23 01:52;0.77;26.3;39.32;7.96;8.26;1.22;10.95
01-08-23 02:07;0.7;26.29;39.31;7.96;8.26;1.24;10.96
01-08-23 02:22;0.79;26.29;39.32;7.96;8.25;1.3;10.96
01-08-23 02:37;0.71;26.28;35.66;7.96;8.25;1.35;10.96
01-08-23 02:52;0.82;26.26;39.31;7.96;8.25;1.13;10.94
01-08-23 03:07;0.71;26.25;39.31;7.96;8.25;1.31;10.95
01-08-23 03:22;0.76;26.25;35.11;7.95;8.25;1.81;10.96
01-08-23 03:37;0.8;26.25;36.47;7.95;8.25;1.17;10.96
01-08-23 03:52;0.68;26.24;35.69;7.95;8.25;1.15;10.95
01-08-23 04:07;0.7;26.24;39.31;7.94;8.26;1.14;10.95
01-08-23 04:22;0.71;26.24;39.32;7.94;8.26;1.4;10.96
01-08-23 04:37;0.71;26.23;39.31;7.94;8.25;1.37;10.96
01-08-23 04:52;0.74;26.23;39.3;7.94;8.26;1.79;10.94
01-08-23 05:07;0.73;26.22;39.31;7.94;8.26;1.43;10.95
01-08-23 05:22;0.77;26.23;39.31;7.94;8.26;1.35;10.96
01-08-23 05:37;0.74;26.23;39.31;7.93;8.26;1.37;10.96
01-08-23 05:52;0.77;26.22;39.32;7.94;8.26;1.42;10.95
01-08-23 06:07;0.73;26.23;39.32;7.93;8.26;1.23;10.95
01-08-23 06:22;0.67;26.2;39.33;7.94;8.26;1.26;10.95
01-08-23 06:37;0.73;26.2;39.33;7.94;8.26;1.33;10.96
01-08-23 06:52;0.76;26.21;39.32;7.93;8.26;1.43;10.95
