SAMBAT_40001_20230818_150652.csv
"SAMBAT Sea Ti  C/T/D/Odo/Fluo/pH GPS"
"sn :";40001
"Cadence d'enregistrement :";"900 s"

Date;"Pression (0/50) (dba)";"Température (-5/35) (°C)";"Salinité (2/42) (g/l)";"Oxygène (0/20) (mgl)";"PH (0/14) (pH)";"Fluorescence (0/500) (ppb)";"Tension batterie (V)"
"30/07/2023 12:18:58";0,75;26,35;28,03;7,95;8,27;1,09;10,96
"30/07/2023 12:33:58";0,72;26,40;39,30;7,94;8,27;0,87;10,96
"30/07/2023 12:48:58";0,86;26,47;39,27;7,93;8,27;0,60;10,94
"30/07/2023 13:03:58";0,77;26,43;39,35;7,94;8,27;0,61;10,95
"30/07/2023 13:18:58";0,63;26,37;39,27;7,96;8,26;0,82;10,96
"30/07/2023 13:33:58";0,67;26,36;39,33;7,96;8,26;1,16;10,96
"30/07/2023 13:48:58";0,69;26,44;39,26;7,95;8,26;0,57;10,93
"30/07/2023 14:03:58";0,71;26,51;39,28;7,94;8,27;0,49;10,95
"30/07/2023 14:18:58";0,77;26,48;39,29;7,95;8,27;1,13;10,96
"30/07/2023 14:33:58";0,74;26,47;39,28;7,96;8,27;0,95;10,96
"30/07/2023 14:48:58";0,86;26,44;39,29;7,97;8,27;1,18;10,94
"30/07/2023 15:03:58";0,75;26,44;39,29;7,97;8,26;0,92;10,95
"30/07/2023 15:18:58";0,74;26,46;39,29;7,98;8,26;0,65;10,93
"30/07/2023 15:05:48";0,82;26,45;39,27;7,98;8,26;1,10;10,84
"30/07/2023 15:20:48";0,88;26,46;39,11;7,98;8,27;0,68;10,95
"30/07/2023 15:35:48";0,86;26,48;39,29;7,98;8,26;0,90;10,96
"30/07/2023 15:50:48";0,71;26,47;39,27;7,99;8,26;0,93;10,94
"30/07/2023 16:05:48";0,77;26,43;39,28;8,00;8,26;1,50;10,96
"30/07/2023 16:20:48";0,89;26,40;39,27;8,00;8,26;1,04;10,96
"30/07/2023 16:35:48";0,70;26,39;39,06;8,01;8,26;1,29;10,96
"30/07/2023 16:50:48";0,77;26,40;39,32;8,01;8,26;1,11;10,94
"30/07/2023 17:05:48";0,72;26,44;39,31;8,00;8,27;0,86;10,96
"30/07/2023 17:20:48";0,82;26,45;39,30;8,00;8,27;0,66;10,96
"30/07/2023 17:35:48";0,78;26,45;39,29;8,00;8,27;0,89;10,96
"30/07/2023 17:50:48";0,65;26,45;39,31;8,01;8,26;1,16;10,94
"30/07/2023 18:05:48";0,79;26,45;39,31;8,01;8,26;0,92;10,96
"30/07/2023 18:20:48";0,73;26,44;39,31;8,01;8,26;0,94;10,96
"30/07/2023 18:35:48";0,74;26,43;39,26;8,01;8,26;1,26;10,96
"30/07/2023 18:50:48";0,78;26,43;39,29;8,01;8,26;1,38;10,95
"30/07/2023 19:05:48";0,80;26,43;39,30;8,01;8,26;1,02;10,96
"30/07/2023 19:20:48";0,73;26,42;39,28;8,01;8,26;1,31;10,96
"30/07/2023 19:35:48";0,81;26,39;39,28;8,01;8,26;1,28;10,96
"30/07/2023 19:50:48";0,70;26,39;39,28;8,00;8,26;1,40;10,94
"30/07/2023 20:05:48";0,82;26,40;39,27;8,00;8,26;1,37;10,96
"30/07/2023 20:20:48";0,72;26,36;39,28;8,00;8,26;1,57;10,96
"30/07/2023 20:35:48";0,76;26,36;34,60;8,00;8,26;1,38;10,96
"30/07/2023 20:50:48";0,71;26,39;39,28;7,99;8,26;1,31;10,95
"30/07/2023 21:05:48";0,76;26,38;39,27;7,99;8,26;1,66;10,96
"30/07/2023 21:20:48";0,76;26,39;39,28;7,99;8,26;1,49;10,96
"30/07/2023 21:35:48";0,66;26,37;39,28;7,99;8,26;1,24;10,96
"30/07/2023 21:50:48";0,74;26,36;39,07;8,00;8,26;1,24;10,94
"30/07/2023 22:05:48";0,73;26,34;39,28;8,00;8,26;1,49;10,96
"30/07/2023 22:20:48";0,79;26,35;39,28;8,00;8,26;1,33;10,96
"30/07/2023 22:35:48";0,71;26,33;39,27;8,00;8,26;1,23;10,96
"30/07/2023 22:50:48";0,84;26,31;39,29;8,00;8,26;1,47;10,94
"30/07/2023 23:05:48";0,74;26,30;39,26;8,00;8,26;1,28;10,96
